0,ABQ,LAS,HP,false
0,AGS,CAE,DL,false
0,ANC,FAI,AS,false
0,ANC,FAI,DL,false
0,ANC,SEA,UA,false
0,BWI,DCA,AA,false
0,BWI,IAD,AA,false
0,CHS,SAV,DL,false
0,CHS,SAV,EA,false
0,CLT,ORF,EA,false
0,CRP,HRL,AA,false
0,DEN,ATL,DL,false
0,DEN,EWR,CO,false
0,DEN,LAS,HP,false
0,DFW,SAT,TW,false
0,DSM,CID,HP,false
0,EWR,BOS,AA,false
0,FAI,ANC,AS,false
0,FAI,ANC,DL,false
0,FLL,MIA,AA,false
0,FLL,MIA,TW,false
0,HNL,GUM,CO,false
0,HNL,LAX,CO,false
0,HNL,LAX,UA,false
0,HOU,IAH,AA,false
0,IAD,BWI,AA,false
0,ICT,LAS,HP,false
0,JAX,DAB,EA,false
0,JAX,FLL,DL,false
0,JFK,BOS,TW,false
0,JFK,LGA,EA,false
0,LAS,ABQ,HP,false
0,LAS,CLE,CO,false
0,LAS,COS,HP,false
0,LAS,DEN,HP,false
0,LAS,DFW,AA,false
0,LAS,DFW,DL,false
0,LAS,EWR,CO,false
0,LAS,JFK,HP,false
0,LAS,LAX,HP,false
0,LAS,MCI,HP,false
0,LAS,OAK,HP,false
0,LAS,OMA,HP,false
0,LAS,ONT,HP,false
0,LAS,ONT,TW,false
0,LAS,ORD,AA,false
0,LAS,ORD,UA,false
0,LAS,PDX,HP,false
0,LAS,PHX,HP,false
0,LAS,PIT,US,false
0,LAS,RNO,HP,false
0,LAS,SAN,AA,false
0,LAS,SAT,HP,false
0,LAS,STL,TW,false
0,LAS,TUS,HP,false
0,LAS,YUM,HP,false
0,LAX,ATL,DL,false
0,LAX,CLE,UA,false
0,LAX,DFW,AA,false
0,LAX,DFW,DL,false
0,LAX,DTW,NW,false
0,LAX,IND,US,false
0,LAX,LAS,TW,false
0,LAX,MEM,NW,false
0,LAX,MIA,EA,false
0,LAX,MSP,AA,false
0,LAX,ORD,AA,false
0,LAX,ORD,UA,false
0,LAX,SAN,AA,false
0,LAX,SFO,DL,false
0,LAX,STL,TW,false
0,LBB,LAS,HP,false
0,LNK,SUX,HP,false
0,MCI,STL,AA,false
0,MCO,JAX,TW,false
0,MCO,MIA,PA,false
0,MCO,MIA,TW,false
0,MIA,FLL,DL,false
0,MIA,PBI,AA,false
0,OAK,DFW,AA,false
0,OMA,MLI,HP,false
0,ONT,DFW,AA,false
0,ONT,DFW,DL,false
0,ONT,LAS,TW,false
0,ONT,LAX,AA,false
0,ONT,LAX,TW,false
0,ONT,ORD,AA,false
0,PDX,DFW,AA,false
0,PDX,ORD,AA,false
0,PDX,ORD,UA,false
0,PDX,SEA,AA,false
0,PDX,SEA,CO,false
0,PDX,SEA,TW,false
0,PDX,SEA,UA,false
0,PHX,ATL,DL,false
0,PHX,ATL,EA,false
0,PHX,CLT,EA,false
0,PHX,CLT,PI,false
0,PHX,CLT,US,false
0,PHX,DTW,NW,false
0,PHX,LAS,HP,false
0,PHX,MSP,NW,false
0,PHX,ORD,AA,false
0,PHX,ORD,UA,false
0,PHX,PIT,AL,false
0,PHX,PIT,US,false
0,PHX,SAN,EA,false
0,PHX,TUS,AA,false
0,RDU,CVG,DL,false
0,RDU,ORF,DL,false
0,RNO,BOI,HP,false
0,RNO,DFW,AA,false
0,RNO,ORD,UA,false
0,RNO,PDX,HP,false
0,RNO,SEA,HP,false
0,SDF,IND,EA,false
0,SEA,ATL,EA,false
0,SEA,DFW,AA,false
0,SEA,DTW,NW,false
0,SEA,MSP,NW,false
0,SEA,ORD,AA,false
0,SEA,ORD,UA,false
0,SEA,PDX,AA,false
0,SEA,PDX,TW,false
0,SEA,PDX,UA,false
0,SEA,STL,TW,false
0,SFO,DFW,AA,false
0,SFO,DFW,DL,false
0,SFO,DTW,NW,false
0,SFO,IAH,CO,false
0,SFO,LAS,TW,false
0,SFO,LAX,EA,false
0,SFO,LAX,PS,false
0,SFO,MEM,NW,false
0,SFO,MSP,NW,false
0,SFO,ORD,AA,false
0,SFO,ORD,UA,false
0,SFO,SEA,AA,false
0,SFO,SMF,AA,false
0,SFO,STL,TW,false
0,SHV,JAN,DL,false
0,SJU,LAX,DL,false
0,SLC,ATL,DL,false
0,SLC,DEN,EA,false
0,SLC,LAS,HP,false
0,SLC,SEA,DL,false
0,SMF,DFW,AA,false
0,SMF,DFW,DL,false
0,SMF,OAK,UA,false
0,SMF,ORD,AA,false
0,SMF,SFO,UA,false
0,SPN,GUM,CO,false
0,TPA,MCO,TW,false
0,TPA,MIA,TW,false
0,TUS,ORD,AA,false
0,TUS,PHX,AA,false
0,TUS,PHX,UA,false
1,ANC,PDX,DL,false
1,ANC,SEA,AS,false
1,ANC,SEA,DL,false
1,ANC,SEA,UA,false
1,ANC,SLC,DL,false
1,CLE,BUF,EA,false
1,COS,ICT,HP,false
1,DEN,ATL,EA,false
1,DEN,ORD,UA,false
1,FLL,MIA,TW,false
1,HNL,GUM,CO,false
1,HNL,LAX,TW,false
1,HNL,LAX,UA,false
1,HNL,SFO,UA,false
1,JAX,FLL,DL,false
1,LAS,ABQ,HP,false
1,LAS,AUS,HP,false
1,LAS,DEN,HP,false
1,LAS,DFW,AA,false
1,LAS,DFW,DL,false
1,LAS,IAH,CO,false
1,LAS,LAX,HP,false
1,LAS,LBB,HP,false
1,LAS,MCI,HP,false
1,LAS,MSP,AA,false
1,LAS,MSP,HP,false
1,LAS,MSP,NW,false
1,LAS,OAK,HP,false
1,LAS,ONT,HP,false
1,LAS,ORD,HP,false
1,LAS,PDX,HP,false
1,LAS,PHX,EA,false
1,LAS,PHX,HP,false
1,LAS,RNO,HP,false
1,LAS,SAN,HP,false
1,LAS,SEA,HP,false
1,LAS,SLC,HP,false
1,LAS,SMF,HP,false
1,LAS,STL,TW,false
1,LAS,TUS,HP,false
1,LAS,YUM,HP,false
1,LAX,CLT,US,false
1,LAX,DFW,AA,false
1,LAX,IAH,CO,false
1,LAX,MEM,NW,false
1,LAX,MSP,AA,false
1,LAX,MSP,NW,false
1,LAX,SAN,AA,false
1,LAX,SFO,CO,false
1,LAX,SFO,DL,false
1,LAX,STL,TW,false
1,MCI,ORD,AA,false
1,MCO,FLL,EA,false
1,MCO,MIA,DL,false
1,MIA,FLL,EA,false
1,MSY,ATL,EA,false
1,MSY,BTR,AA,false
1,OAK,SFO,UA,false
1,ONT,DFW,AA,false
1,PHX,DFW,AA,false
1,PHX,DFW,DL,false
1,PHX,MSP,NW,false
1,PHX,ORD,AA,false
1,PHX,ORD,UA,false
1,PHX,PIT,AL,false
1,PHX,STL,TW,false
1,PHX,TUS,AA,false
1,PIT,BUF,AA,false
1,RNO,DFW,AA,false
1,RNO,SEA,HP,false
1,SDF,DAY,DL,false
1,SDF,IND,DL,false
1,SDF,IND,EA,false
1,SEA,ATL,EA,false
1,SEA,IAH,CO,false
1,SEA,MSP,NW,false
1,SEA,ORD,UA,false
1,SEA,PDX,AA,false
1,SEA,PDX,TW,false
1,SEA,STL,TW,false
1,SFO,CLE,CO,false
1,SFO,IAH,CO,false
1,SFO,LAX,EA,false
1,SFO,MCI,EA,false
